"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000169403",62.778907116603,0.964854209724719,0.302391848354008,0.000103921662967055,0.00166369922271675
"ENSG00000171612",2046.00560050026,0.0390083144815931,0.14815631078067,0.762467766205586,0.898254352679047
"ENSG00000188910",7.00608664532599,0.148241574485669,0.323882984179751,0.0592933174086389,0.210941466803215
"ENSG00000158161",936.325905729543,-0.0362988519832564,0.0949744368345279,0.68578941446173,0.858063074197231
"ENSG00000189337",18.2576103105303,-0.355483037921511,0.445487963869527,0.0486788970546936,0.183963259198437
"ENSG00000130939",2176.31643376149,-0.178227490887779,0.07759765104434,0.0161464996448505,0.0859491284780338
"ENSG00000175147",68.6395494061665,0.121531186078937,0.251469774044877,0.367684470477699,0.636728017852396
"ENSG00000060656",335.084670354526,-0.503423740736808,0.249455422689789,0.00695377553469912,0.0462085720501919
"ENSG00000134698",493.02035166076,-0.157654269744504,0.138327550915613,0.186719217735597,0.43595805686905
"ENSG00000272420",3.27752003275199,0.144398694308852,0.319570624698996,0.0660719391360457,NA
"ENSG00000232273",1.64429522836431,-0.0112847891836581,0.271305090645129,0.76490877644645,NA
"ENSG00000130940",500.982581999105,0.416877392301782,0.228705740940328,0.0152254611140552,0.0820927121701138
"ENSG00000163879",7.04798816944533,-0.0491511051769662,0.268983041236006,0.500710510481329,0.742562113390213
"ENSG00000227527",3.46151385949442,-0.119366981016914,0.303892971025003,0.0803775386743834,NA
"ENSG00000116954",330.461745485304,0.0475516747989035,0.127044406810604,0.674622174803953,0.851995571840254
"ENSG00000044012",2.61425077185295,-0.104425648952284,0.298394394307366,0.0487376760100945,NA
"ENSG00000179051",6032.1678149934,-0.304757127808564,0.120278664075774,0.00501407334104546,0.0360769149643537
"ENSG00000215895",20.1339521913639,-0.084524132014574,0.258123913642982,0.457709943945401,0.710824818016772
"ENSG00000126067",4218.458708455,-0.0402432165111938,0.0966515903195771,0.657892469990631,0.841618901713773
"ENSG00000272078",24.5220015218783,0.126661466254209,0.280855494418538,0.270179908540367,0.536034929564081
"ENSG00000054118",5331.03970559512,0.0971974518038129,0.0645224959519,0.121973930455127,0.337222046783147
"ENSG00000237749",2.61988020967725,-0.0377758843077234,0.272332394486894,0.465417220394342,NA
"ENSG00000158315",2.00465737477619,-0.0867307356505312,0.288793148854158,0.112940318111214,NA
"ENSG00000146463",1654.45381163465,0.0734119831764783,0.094831191312654,0.40860315807062,0.672625328384556
"ENSG00000142686",303.300027166808,-0.0919642858690918,0.151491095704925,0.4648995593577,0.716846089960734
"ENSG00000117148",3.47692961644547,-0.00831505749937765,0.269989966763656,0.853216267764318,NA
"ENSG00000230585",2.75856471218865,-0.0281567319419578,0.269006715220514,0.630197451054454,NA
"ENSG00000117000",618.608936884335,-0.0496475502832484,0.136521903052814,0.674168163890198,0.851676504010955
"ENSG00000092853",1238.10703923561,0.209564401629632,0.160311814012351,0.114372550320649,0.323452239689385
"ENSG00000134697",1476.09196582665,-0.141074814833053,0.113011014664254,0.155496627252717,0.389776318652395
"ENSG00000116151",245.279956401431,-0.142322938446506,0.169423834767022,0.291240770329806,0.560656461870565
"ENSG00000006555",20.8777930741163,-0.0742628273410549,0.251550438087976,0.525906444191906,0.75906643159321
"ENSG00000236111",1.90018627484843,-0.0460057228767722,0.275643518184965,0.304822773412169,NA
"ENSG00000214114",406.22594820087,-0.0423407455760704,0.138093149605398,0.723589709771808,0.877968920256818
"ENSG00000116544",116.863281304511,0.309237722246493,0.29012023823194,0.0759192439587191,0.247494416373825
"ENSG00000236723",2.76435607976011,-0.00441105136618935,0.270507693063534,0.91901681554176,NA
"ENSG00000117016",20.4010587765622,-0.00258167682900105,0.242771405704768,0.980014337651943,0.992968062081262
"ENSG00000163866",1037.39732071766,-0.141686582776079,0.10698447631722,0.148151141012796,0.378726755821269
"ENSG00000232762",0.732340484620772,-0.00154778960893215,0.273584303024138,0.983743839174268,NA
"ENSG00000162384",748.276271563806,0.000922280841504386,0.115568829500802,0.99417412730349,0.998037326581602
"ENSG00000162391",17.0642603762065,-0.0420435602929182,0.249759975270828,0.696002459752949,0.863418781758615
"ENSG00000117859",3877.07691304811,-0.249058241107181,0.0852721147565543,0.00200837515124739,0.0179455325723784
"ENSG00000162396",255.578899285798,-0.288847855374315,0.14180007732043,0.0188873937835864,0.0959689097715604
"ENSG00000284686",2.0609620523612,0.0223555229714297,0.270640467196746,0.645335924900231,NA
"ENSG00000162378",550.426127722954,0.405259111925564,0.129522642974168,0.000524057029588837,0.00624782698757051
"ENSG00000259818",1.29618011095651,-0.00661924540876079,0.271415368863093,0.841477384691794,NA
"ENSG00000243725",19.2966923334388,-0.00296606379243691,0.237723123331988,0.977598470575654,0.991834347254141
"ENSG00000171872",1.22192008101695,-0.00143648889040175,0.272120299203973,0.962049976235337,NA
"ENSG00000162407",986.085300670072,-0.645935194491226,0.164349890992518,1.14995523428705e-05,0.000251043068248734
"ENSG00000163877",403.555589480503,0.127526853766307,0.133220893988457,0.275950191034439,0.542865804441675
"ENSG00000228929",48.2691507662798,-0.17014242320335,0.248533918566132,0.250351940617053,0.511867936482993
"ENSG00000278967",109.634090445988,0.56528956973104,0.338866727779439,0.0104054304213989,0.0621382417859787
"ENSG00000157184",590.311278915754,-0.0266801894605767,0.126492898652579,0.811266571870534,0.921876381888373
"ENSG00000198815",1571.76648629113,-0.39438330434772,0.124452761094578,0.000476883166860639,0.0057983560244049
"ENSG00000134744",1792.26006797745,0.25761158127429,0.133569263176351,0.0286881572041515,0.128632368536507
"ENSG00000162385",720.34731809288,-0.25813959294273,0.132657468216313,0.0270300461523049,0.123167508688788
"ENSG00000123080",273.09858858608,0.377345953992319,0.212421537729372,0.0204476541307557,0.101481774616449
"ENSG00000162415",323.296237241646,-1.12503257085129,0.555615802721977,0.00172373482121514,0.0160439290941686
"ENSG00000162600",232.713642526044,-0.0741596355280785,0.184158721056146,0.58878088981651,0.799953970053934
"ENSG00000116704",1525.74431393604,0.653571938683133,0.139818436227157,4.20102624723153e-07,1.2810462735804e-05
"ENSG00000157193",344.431249094538,-0.300956152736263,0.180107809179857,0.0371429390603007,0.153513637504771
"ENSG00000116205",274.693694397106,0.108400371642007,0.122274668027999,0.322708372831632,0.592946887206075
"ENSG00000233994",4.1930303020546,-0.00211615794606985,0.26421711895285,0.976778816162032,NA
"ENSG00000162607",2499.82646647126,0.468532161594675,0.137407904143566,0.000155304179539338,0.00232544707180844
"ENSG00000154027",1.45619873823523,-0.0497754112004228,0.27885036777513,0.110294345127617,NA
"ENSG00000137960",850.623788963928,1.12585612812468,0.19088641888586,2.78682293876122e-10,1.84612605091523e-08
"ENSG00000237852",0.864349600540758,-0.0125879630164715,0.271997110648086,0.707448762711519,NA
"ENSG00000132855",2244.04692850324,0.627905960336944,0.257056966208041,0.00176188634090207,0.0163436013979091
"ENSG00000116675",89.6042255779294,0.0748977483690586,0.186714937159203,0.588099772741235,0.799688777472456
"ENSG00000162433",1070.35571872433,-0.299760101799598,0.190967389985538,0.0443469941885436,0.172354866549891
"ENSG00000213625",232.591861207544,0.306854975428723,0.22544729094928,0.0586754349328929,0.209285885721464
"ENSG00000158966",310.60096543454,-0.00902012288362933,0.147321171576073,0.946933247288802,0.980758657089679
"ENSG00000153898",14.8240335640112,-2.11692324180798,0.728452405691153,0.000159418889148033,0.00237410564296346
"ENSG00000125703",243.982617096533,0.223682686616396,0.155947407633279,0.0861125595678512,0.269606972271511
"ENSG00000131233",0.914377107908628,0.00777245712006369,0.271416492063116,0.82746065385438,NA
"ENSG00000137941",137.374269681323,-0.0972466687878932,0.202941475183366,0.489841091497903,0.734115841400381
"ENSG00000286548",9.70936387968749,0.127881845694793,0.286180619890732,0.244905894767716,0.506610008009324
"ENSG00000066135",1007.33904008143,-0.0372254894868192,0.0981133042560106,0.685982144892307,0.858240191799238
"ENSG00000117174",423.151413199875,-0.020949696977904,0.151729149821708,0.869713614656984,0.948621373484092
"ENSG00000143013",1070.29174491542,0.718994877081754,0.100388080922911,1.05476871524815e-13,1.19195069344895e-11
"ENSG00000226084",45.4351975450191,-0.153581741438158,0.230805307109374,0.295674957646781,0.565953782926036
"ENSG00000134748",1352.74658481449,-0.0766192688565648,0.101152843435504,0.41331274801871,0.676954460814628
"ENSG00000142892",536.064828846106,0.0166792582562547,0.127584265260023,0.883494882142608,0.954049394991871
"ENSG00000229752",1.41533818830096,0.0102248285672845,0.271064340221048,0.790173238920696,NA
"ENSG00000197273",20.2331975274755,-0.100965071007157,0.265481482272046,0.380132064224059,0.647564053235425
"ENSG00000230787",6.3512702391339,-0.0640471229095411,0.271890888982294,0.408695042698245,0.672673103604866
"ENSG00000116641",1955.15039209788,0.00109518813987095,0.115793141386607,0.984548746571817,0.994418722321905
"ENSG00000172260",84.570483702885,-0.181763263234966,0.238379764014534,0.225977114910358,0.484487871991676
"ENSG00000182183",11.9284547295605,0.0080991936958182,0.253114017335122,0.936919330265712,0.976728741791545
"ENSG00000067334",1522.84007323501,0.0395094375511182,0.122398915447584,0.727388041749443,0.879743872453321
"ENSG00000142949",26910.1726513097,-0.138787080179687,0.117959113613618,0.190191591033493,0.440584909603814
"ENSG00000171502",1.38798890622393,-0.0145215536149093,0.272264781145783,0.632981649628205,NA
"ENSG00000116157",682.019597028701,-0.128447273292049,0.121707194567879,0.238248613777634,0.499200087858541
"ENSG00000143036",886.227936574244,0.0775038731933143,0.174000486102016,0.57426042150775,0.790832756816157
"ENSG00000065243",909.673297913393,0.215902400233044,0.120153922779696,0.0455872182232571,0.175929298771995
"ENSG00000117528",4026.14422952536,0.34397565754201,0.100116741219106,0.000236234508801148,0.00328551102506593
"ENSG00000036549",1110.22128457413,0.136594986149177,0.105414399493735,0.15597448779476,0.39038057155451
"ENSG00000283761",2.88940897308946,0.0374370458891889,0.269002587271487,0.567888290655034,NA
"ENSG00000142700",2.66491640045172,-0.0422555878348249,0.273405460903493,0.414346896355025,NA
"ENSG00000233514",9.26107948653882,0.0599662542204853,0.264368684560907,0.513627930397935,0.750783609858148
"ENSG00000127124",1.20361106011927,-0.00254351834139839,0.272259570945402,0.976976092951591,NA
"ENSG00000266993",3.48257556405088,0.0409755974393127,0.270059537787507,0.526052607201706,NA
"ENSG00000137936",296.547179110053,0.250313559778205,0.162377704251335,0.0627318796523436,0.218362409857071
"ENSG00000280040",1.23210057275669,0.0584811391350096,0.281520607722329,0.0735270384490066,NA
"ENSG00000117519",4376.99555230194,-0.389499531435529,0.105257625485842,7.47464337830839e-05,0.0012574025739114
"ENSG00000134215",584.789310732298,1.54326983957543,0.169476527790588,5.51040632238921e-21,1.55677082146205e-18
"ENSG00000228502",140.1321785295,-0.783534804950608,0.287434805580442,0.000536865736755036,0.006369361889871
"ENSG00000152078",1276.62004525085,0.818657633505151,0.206307948351974,6.98786600032081e-06,0.000161544998474324
"ENSG00000171492",2400.09698078789,-0.0204497452589314,0.116463425588952,0.840891680657363,0.935779996356867
"ENSG00000170989",41.0971259475397,1.90814181271499,0.684526206665653,0.000203630308982397,0.00291067103114644
"ENSG00000237897",2.478196831615,-0.0534182622664742,0.277106718699508,0.267252062429977,NA
"ENSG00000116299",26.4892654398156,-1.14914729274729,0.635701065191299,0.00268940274376439,0.0224440122113196
"ENSG00000137962",2042.74173653348,0.0386780109740828,0.138953086785224,0.745994703263608,0.889731807577284
"ENSG00000286692",1.08308629783678,0.0278983597211258,0.27430010691796,0.338096545790356,NA
"ENSG00000260464",1.57743674990043,-0.0920945658276758,0.293892379349966,0.0294392326785473,NA
"ENSG00000162377",1100.19249721169,-0.162675378268909,0.0969644755757057,0.071937123258201,0.239483994768907
"ENSG00000116774",2230.00922527372,-0.297979085985284,0.190619919121091,0.0503018614897589,0.188042237999564
"ENSG00000284652",1.66358108540901,0.063124057008763,0.281310616247437,0.12204868907296,NA
"ENSG00000023909",413.012628062133,1.08310363248061,0.225709197715683,1.15914234386492e-07,4.034109342027e-06
"ENSG00000069702",44.4850713621792,-3.78690052511131,0.500255864903325,2.54402875204351e-15,3.64726390712745e-13
"ENSG00000198198",1125.71131255962,-0.12345540506219,0.127921998745634,0.279379834484155,0.547163021962506
"ENSG00000116793",298.736342706486,0.0234971138421073,0.131592183156544,0.832753638252865,0.931688306694596
"ENSG00000183298",13.7226738889851,-0.246605105141177,0.387512571766204,0.0654050086063508,0.225138079257589
"ENSG00000117525",162.802997106002,0.348763895952308,0.224107944044905,0.0346731984387479,0.146546316492484
"ENSG00000203914",1.81230098915193,-0.000315002310305133,0.269911445175479,0.994427556081895,NA
"ENSG00000198162",1089.93105614826,0.205812753094232,0.142488360430584,0.0929641843146308,0.284339268407638
"ENSG00000171517",44.2861665801113,-2.74581734176841,0.522356044832354,7.49309463639222e-09,3.57195635383948e-07
"ENSG00000143079",346.093103772735,-0.494188730095041,0.193321627406437,0.00198386992725634,0.0177660582879533
"ENSG00000232450",12.4750513693503,0.0466216804359543,0.250144104569083,0.672620898455968,0.850672816342173
"ENSG00000173947",3.04444773858396,0.0417339704803885,0.27332886592792,0.419220845031702,NA
"ENSG00000117620",380.418128086096,0.403520966946171,0.217208939571654,0.0152504130820592,0.0821811180138679
"ENSG00000162688",870.487363491799,0.218569559330206,0.137178619809257,0.0670923352598949,0.22857081976908
"ENSG00000185946",225.953413424025,0.091255159720726,0.187553117071898,0.511263249942243,0.749361279823029
"ENSG00000162627",402.996413616707,0.214359854295258,0.174153059504324,0.123222697933734,0.339242082259239
"ENSG00000265808",1771.48461017273,0.0857451337998395,0.116992470935332,0.415814660471624,0.678811138768991
"ENSG00000134247",1422.60961589689,-0.198932609218397,0.140310649148642,0.0995565949124811,0.296156975048571
"ENSG00000162664",1012.29433729705,0.518365730786714,0.112917158809586,9.38232848147839e-07,2.63900311065419e-05
"ENSG00000134253",192.065189481771,-0.153831346732644,0.186748953056077,0.276458437578015,0.543496013539833
"ENSG00000223416",1.26193434281386,0.0226522309287766,0.271672739525076,0.590447933670845,NA
"ENSG00000227850",0.883229848285404,-0.00808765800665004,0.272040961895627,0.792202101532805,NA
"ENSG00000183508",8.25761480922856,-0.229799286985743,0.396059773151912,0.0407688806363487,0.163134964779191
"ENSG00000277095",1.20717695700831,-0.025744480003999,0.275300194299375,0.125513988629178,NA
"ENSG00000264145",2.43370425776235,-0.0972040561590772,0.296452471327717,0.0302468885027624,NA
"ENSG00000143398",5615.91559720051,-0.0753008461552877,0.106810471062583,0.446522579103229,0.702602889376949
"ENSG00000196505",481.084049964816,-0.0705938500791463,0.108612805857521,0.477188002975889,0.725487395154305
"ENSG00000065183",1122.23662096122,-0.135525496173706,0.108517210737903,0.170170783547519,0.41168000538111
"ENSG00000163156",1001.24677175362,0.0929116410801674,0.106295520047496,0.34270055409322,0.613114206061171
"ENSG00000261168",10.2581353885824,0.0117931518353346,0.258378928806066,0.897783045554343,0.959869411989647
"ENSG00000171943",152.089977449533,0.120293807503893,0.166108470065004,0.367698747074826,0.636728017852396
"ENSG00000155761",0.919594116040685,-0.0191824438453703,0.273843711729948,0.678885445955203,NA
"ENSG00000116830",797.675338096019,-0.204314331241006,0.137039140703394,0.0864632571957871,0.270444449196298
"ENSG00000081026",502.539053560947,0.384816025678569,0.147720449314725,0.00284927756686543,0.0234294462562252
"ENSG00000143458",240.504868841504,0.125012153531645,0.186754927805528,0.374634222283567,0.642885041919572
"ENSG00000163155",450.236904564008,0.0838279023166817,0.118655675126529,0.42098065789615,0.682025587691258
"ENSG00000241975",5.64496760230841,0.167169638551239,0.341531462754728,0.0349426138069657,0.14733975091403
"ENSG00000228217",6.28977131506462,-0.0158129970076719,0.259024559462273,0.850553438497256,0.93961316416799
"ENSG00000235887",5.74242515962081,0.208660763360405,0.381951381618209,0.0296975103666449,0.131604528219296
"ENSG00000283360",2.35634932415168,-0.116958481467802,0.309252458967825,0.0103937425236038,NA
"ENSG00000117262",379.377933813589,-0.034707136972258,0.125856439385182,0.755324935606025,0.894332655650376
"ENSG00000184371",512.819349937836,-1.24835829544616,0.159718415110513,3.90685503511275e-16,6.36554816958099e-14
"ENSG00000232499",14.7505279203668,-0.0518904389313977,0.248839453446423,0.643353438546208,0.834986009181949
"ENSG00000163154",1.91109078614906,0.0411023978720985,0.276905598514608,0.149448417428256,NA
"ENSG00000232995",35.1358179441915,0.112824124840855,0.225677570112052,0.426052579679387,0.686191826644929
"ENSG00000143158",5196.0013237472,0.534355604495006,0.132986057007443,1.13962715006601e-05,0.000249355093165354
"ENSG00000271092",13.6575442470203,0.119098895343191,0.277691687770891,0.292791538712903,0.56214453829838
"ENSG00000000460",797.197837993395,-0.030961090592619,0.120664594872962,0.773124618831692,0.90312413917061
"ENSG00000135862",19981.1766268663,-0.085294260152528,0.138361409380921,0.484564886897301,0.73072780430905
"ENSG00000232952",5.03047248907286,-0.053999694809202,0.273474637325149,0.393601617951291,0.659336924507912
"ENSG00000143156",274.456625626269,-0.0300180052950958,0.175033145395611,0.822452222015904,0.927346498247889
"ENSG00000225462",2.56448552484744,-0.0476215258884757,0.272114824097314,0.443719879597189,NA
"ENSG00000143185",8.26338196754443,0.111289581511163,0.291162398834248,0.191773371337512,0.442328999491529
"ENSG00000272931",20.3779559236678,0.0524402634380626,0.247695457330969,0.648519049462423,0.837472357957028
"ENSG00000143190",649.974769690616,0.206658143536287,0.151247354542094,0.10482764037395,0.306062642453797
"ENSG00000224468",16.105717319652,0.124590344826784,0.273304260624071,0.30106051788777,0.571904836264407
"ENSG00000047410",7658.60149979853,-0.0245350752171876,0.110095540957171,0.806330712177709,0.9191654406076
"ENSG00000171806",211.168923891571,0.0310436462372976,0.174294970207202,0.819048962603501,0.925634227828223
"ENSG00000134216",0.993980552373654,-0.0143908594476046,0.274155573505367,0.269037263094298,NA
"ENSG00000135842",5.4433881393134,-0.0389590550174244,0.269475487744095,0.542853626712742,0.770730989784826
"ENSG00000058085",240.704271428564,-0.00203900092018679,0.258066075238901,0.978740541972398,0.992325551606066
"ENSG00000232917",1.46434396208998,0.0188741604268536,0.272876209359892,0.518198794180854,NA
"ENSG00000143184",36.3607385756034,-0.0241939754971797,0.224382863550351,0.850346876160046,0.93961316416799
"ENSG00000233626",2.71136283003858,-0.000905365049452477,0.26834776637945,0.982549836188156,NA
"ENSG00000143228",681.667336587459,0.0278343675397681,0.141319242869541,0.820040775467509,0.92604063822633
"ENSG00000116833",3036.24773632083,0.731489636417829,0.126441453862035,9.04441364047437e-10,5.48114291631398e-08
"ENSG00000000457",677.467926108493,-0.116914052176635,0.126985554820684,0.297487191059417,0.568035957135042
"ENSG00000157064",1.46398285764587,-0.0454416148196386,0.276933402604517,0.21870597937584,NA
"ENSG00000059588",2955.70481127417,-0.0383411138003246,0.151610274798168,0.760800770972685,0.897429086611433
"ENSG00000229220",5.99854943534124,-0.129639378141188,0.310574259148958,0.0677937455874904,0.230225498759286
"ENSG00000234975",58.7335208994195,-0.0737625488943325,0.214992658265713,0.591119351118659,0.801750483926896
"ENSG00000162851",1105.2683307786,0.187185135233518,0.126320735326682,0.0964378547330941,0.29115376227076
"ENSG00000271427",2.22802512152129,0.0348578406243692,0.274446057376057,0.351711913599746,NA
"ENSG00000143353",440.519173295408,-0.183080025398724,0.122784311054357,0.0938292366472799,0.286044635018525
"ENSG00000197965",4329.46997934257,-0.183034154259907,0.0964675682345401,0.0417490464324117,0.165745181031837
"ENSG00000143493",2229.96569065582,0.175789850894169,0.0912286045476065,0.0403725635215488,0.162021582998219
"ENSG00000230777",6.92539665221785,-0.118295095683985,0.296353580768236,0.157264322628116,0.392568204522966
"ENSG00000179397",21.9191296425823,-0.273582521525339,0.367069745857556,0.0833577811732626,0.263819824401902
"ENSG00000186197",11.8237996450511,-2.21332347219066,0.942687416597114,0.000738838238704271,0.00824263728440636
"ENSG00000162670",1.68774562111702,-0.0377095755971723,0.276070327303111,0.194893700287899,NA
"ENSG00000143199",597.966530126923,0.731226352719175,0.138016159890383,1.47053856308392e-08,6.60058792883301e-07
"ENSG00000007908",1.05788147646321,-0.0260471403478611,0.272890311260851,0.490309760836839,NA
"ENSG00000092978",568.123017826913,0.250600187297961,0.13126226425709,0.0302559397075878,0.133130292652879
"ENSG00000188404",0.98615338367603,0.0116704204041026,0.272261049281782,0.730828439644084,NA
"ENSG00000203697",10.3209900894407,0.102156124014263,0.279934278683495,0.288738425832677,0.558423766078756
"ENSG00000116574",2551.49243972552,-0.0697493410836146,0.0912065456155624,0.416545658992111,0.679251222722812
"ENSG00000143248",29.5197234796692,-0.0203808684152596,0.218230054683166,0.880537540583012,0.953014461529028
"ENSG00000162814",38.3212984304596,0.161663187598238,0.28627833986539,0.221046203240411,0.478427062917027
"ENSG00000116132",488.118462456233,0.416955425000304,0.266374210553932,0.0233412122850361,0.111608019560957
"ENSG00000229983",1.61806027151424,0.00397279051170501,0.269134960988301,0.937552121483988,NA
"ENSG00000225920",13.8450046521218,-0.0121616075756417,0.25424519387957,0.896056996016471,0.959272830898435
"ENSG00000143476",2155.42326398729,0.239581786980149,0.133457548289825,0.0413052261367666,0.164697945062977
"ENSG00000057252",4656.17083384381,0.571560669751407,0.154887602641466,3.80279817307919e-05,0.000698862735250582
"ENSG00000162852",1303.23722531269,0.280154446175668,0.104552753855478,0.00380586750377419,0.0293514735507852
"ENSG00000268062",1.65811352394964,0.0450777609321306,0.276111007432386,0.277070447396365,NA
"ENSG00000116962",25961.0531818998,-0.673079358605004,0.110202619649896,1.58449146109374e-10,1.07181920630535e-08
"ENSG00000229757",3.70605070288575,0.0326357431764476,0.265634176634143,0.653922521393331,NA
"ENSG00000220749",29.3974866825092,-0.148360359279502,0.249623308600783,0.300954187427948,0.571759384362966
"ENSG00000181450",361.342389019748,-0.343123482085237,0.155917924714192,0.00982267409563031,0.059469971965202
"ENSG00000223842",2.33633491224233,0.0768418677240143,0.285840206056997,0.112464938678573,NA
"ENSG00000143355",2.19491937558819,0.0305788026766117,0.273218794306936,0.447992787864654,NA
"ENSG00000174502",2.01520707549162,0.0119737613792912,0.272056174014079,0.736472316979145,NA
"ENSG00000143195",1.29118198577264,0.0150259234250232,0.270804285159017,0.731386950332144,NA
"ENSG00000162849",106.446111165969,-0.66510628793061,0.292020298040514,0.00231345916409211,0.0200264062898761
"ENSG00000067533",1188.49513384463,0.171885715176658,0.157738353742147,0.188089865899786,0.438040297466455
"ENSG00000228955",1.5477753880845,0.0103422580440191,0.270565726613706,0.808698506074099,NA
"ENSG00000271811",1.38529713940171,0.0451686425417041,0.275441197447049,0.319916776136323,NA
"ENSG00000277007",3.18459295105963,-0.0670138193089227,0.282194605203834,0.147503700620791,NA
"ENSG00000152104",1534.37982271275,-0.0114221955760139,0.1635070235317,0.929061369364154,0.973758538809288
"ENSG00000117650",1933.20502612956,0.0587070093555073,0.126010613014713,0.616511538349048,0.817047520399935
"ENSG00000203724",94.6290491965471,0.249671315771301,0.247001416379259,0.121641025496091,0.336822792253908
"ENSG00000173726",10120.6037554851,-0.227243370131813,0.103891217202429,0.0174866961926386,0.0907510717169671
"ENSG00000152382",733.746774012562,-0.177207989900892,0.113900181462831,0.0862798482136597,0.270042711637767
"ENSG00000230547",2.06692601134863,0.0456259822951997,0.276662923727631,0.232337458151011,NA
"ENSG00000135829",11268.2224708456,0.0303439243474831,0.0956012386063334,0.730106898831156,0.881402948315243
"ENSG00000134717",1309.69789435784,0.0812332256470003,0.106329742886496,0.411495668342972,0.675809628376257
"ENSG00000232341",0.791065110024234,-0.0369225104202342,0.276392258680074,0.222137513924678,NA
"ENSG00000287676",3.37050937660431,0.0145487942621672,0.267092613035909,0.8102432567254,NA
"ENSG00000236792",2.29366233870805,-0.0642105040836788,0.278544370061182,0.259777175800718,NA
"ENSG00000143207",2380.08991407676,0.0857548583869573,0.0968449838081674,0.346246030204392,0.616643281468731
"ENSG00000116906",2801.14161490202,-0.302063133748782,0.0751648647174751,2.80973739999551e-05,0.00054378566578944
"ENSG00000092969",471.726083881381,-1.96671803739913,0.552575846615759,1.53022650228853e-05,0.000324472200170694
"ENSG00000157181",1214.41272661421,0.184112681112701,0.114677567517683,0.0767008718149136,0.249323256926617
"ENSG00000250762",0.862143274797808,0.00110409584286461,0.271830279356296,0.97445247450451,NA
"ENSG00000076258",92.3182283823404,0.57315065812884,0.250266454901895,0.00299873779280818,0.0244180142265927
"ENSG00000117697",1251.37077869838,0.0889229601100779,0.127044060869682,0.429986589687325,0.689349986970089
"ENSG00000162669",0.847637249023981,-0.0314146186707787,0.275950444346314,0.155325802782738,NA
"ENSG00000143641",6534.42728664114,-0.153624407775698,0.0994821738822851,0.0960454116348729,0.290475965825456
"ENSG00000010932",457.904598825129,1.81299061207725,0.311995251816914,3.41848529649702e-10,2.23375921874164e-08
"ENSG00000010072",674.78296765821,0.0941646306999939,0.130394687396628,0.414428259095248,0.677869841249793
"ENSG00000135766",1353.93811760265,-0.0774983831953963,0.16714192385745,0.557423950318965,0.780884246929284
"ENSG00000168243",127.118106275734,-0.925713907883848,0.296306857803389,0.000128543973244549,0.00198565295519394
"ENSG00000116183",1.08754645158313,0.0229968640141587,0.273688074510109,0.441333097509369,NA
"ENSG00000170382",2.61260104622752,0.0420034173951747,0.275352937367369,0.306084878322273,NA
